timestamp,date,value,classification,
1528263000,43257.00 ,42,Fear,#N/A
1528349400,43287.00 ,38,Fear,#N/A
1528435800,43318.00 ,40,Fear,#N/A
1528522200,43349.00 ,39,Fear,#N/A
1528608600,43379.00 ,24,Extreme Fear,#N/A
1528695000,43410.00 ,15,Extreme Fear,#N/A
1528781400,43440.00 ,19,Extreme Fear,#N/A
1528867800,43264.00 ,19,Extreme Fear,#N/A
1528954200,43265.00 ,17,Extreme Fear,#N/A
1529040600,43266.00 ,26,Fear,#N/A
1529127000,43267.00 ,22,Extreme Fear,#N/A
1529213400,43268.00 ,23,Extreme Fear,#N/A
1529299800,43269.00 ,27,Fear,#N/A
1529386200,43270.00 ,32,Fear,#N/A
1529472600,43271.00 ,34,Fear,#N/A
1529559000,43272.00 ,37,Fear,#N/A
1529645400,43273.00 ,28,Fear,#N/A
1529731800,43274.00 ,17,Extreme Fear,#N/A
1529818200,43275.00 ,15,Extreme Fear,#N/A
1529904600,43276.00 ,16,Extreme Fear,#N/A
1529991000,43277.00 ,21,Extreme Fear,#N/A
1530077400,43278.00 ,18,Extreme Fear,#N/A
1530163800,43279.00 ,20,Extreme Fear,#N/A
1530250200,43280.00 ,16,Extreme Fear,#N/A
1530336600,43281.00 ,22,Extreme Fear,#N/A
1530423000,43107.00 ,27,Fear,#N/A
1530509400,43138.00 ,27,Fear,#N/A
1530595800,43166.00 ,31,Fear,#N/A
1530682200,43197.00 ,33,Fear,#N/A
1530768600,43227.00 ,37,Fear,#N/A
1530855000,43258.00 ,34,Fear,#N/A
1530941400,43288.00 ,34,Fear,#N/A
1531027800,43319.00 ,38,Fear,#N/A
1531114200,43350.00 ,39,Fear,#N/A
1531200600,43380.00 ,37,Fear,#N/A
1531287000,43411.00 ,29,Fear,#N/A
1531373400,43441.00 ,33,Fear,#N/A
1531459800,43294.00 ,29,Fear,#N/A
1531546200,43295.00 ,29,Fear,#N/A
1531632600,43296.00 ,32,Fear,#N/A
1531719000,43297.00 ,36,Fear,#N/A
1531805400,43298.00 ,39,Fear,#N/A
1531891800,43299.00 ,42,Fear,#N/A
1531978200,43300.00 ,44,Fear,#N/A
1532064600,43301.00 ,47,Neutral,#N/A
1532151000,43302.00 ,43,Fear,#N/A
1532237400,43303.00 ,46,Neutral,#N/A
1532323800,43304.00 ,44,Fear,#N/A
1532410200,43305.00 ,49,Neutral,#N/A
1532496600,43306.00 ,54,Neutral,#N/A
1532583000,43307.00 ,53,Neutral,#N/A
1532669400,43308.00 ,47,Neutral,#N/A
1532755800,43309.00 ,54,Neutral,#N/A
1532842200,43310.00 ,54,Neutral,#N/A
1532928600,43311.00 ,53,Neutral,#N/A
1533015000,43312.00 ,48,Neutral,#N/A
1533101400,43108.00 ,39,Fear,#N/A
1533187800,43139.00 ,39,Fear,#N/A
1533274200,43167.00 ,36,Fear,#N/A
1533360600,43198.00 ,31,Fear,#N/A
1533447000,43228.00 ,23,Extreme Fear,#N/A
1533533400,43259.00 ,25,Fear,#N/A
1533619800,43289.00 ,25,Fear,#N/A
1533706200,43320.00 ,23,Extreme Fear,#N/A
1533792600,43351.00 ,19,Extreme Fear,#N/A
1533879000,43381.00 ,21,Extreme Fear,#N/A
1533965400,43412.00 ,18,Extreme Fear,#N/A
1534051800,43442.00 ,18,Extreme Fear,#N/A
1534138200,43325.00 ,21,Extreme Fear,#N/A
1534224600,43326.00 ,16,Extreme Fear,#N/A
1534311000,43327.00 ,18,Extreme Fear,#N/A
1534397400,43328.00 ,21,Extreme Fear,#N/A
1534483800,43329.00 ,19,Extreme Fear,#N/A
1534570200,43330.00 ,24,Extreme Fear,#N/A
1534656600,43331.00 ,27,Fear,#N/A
1534743000,43332.00 ,26,Fear,#N/A
1534829400,43333.00 ,19,Extreme Fear,#N/A
1534915800,43334.00 ,21,Extreme Fear,#N/A
1535002200,43335.00 ,18,Extreme Fear,#N/A
1535088600,43336.00 ,19,Extreme Fear,#N/A
1535175000,43337.00 ,22,Extreme Fear,#N/A
1535261400,43338.00 ,19,Extreme Fear,#N/A
1535347800,43339.00 ,18,Extreme Fear,#N/A
1535434200,43340.00 ,19,Extreme Fear,#N/A
1535520600,43341.00 ,19,Extreme Fear,#N/A
1535607000,43342.00 ,22,Extreme Fear,#N/A
1535693400,43343.00 ,17,Extreme Fear,#N/A
1535779800,43109.00 ,21,Extreme Fear,#N/A
1535866200,43140.00 ,18,Extreme Fear,#N/A
1535952600,43168.00 ,19,Extreme Fear,#N/A
1536039000,43199.00 ,26,Fear,#N/A
1536125400,43229.00 ,17,Extreme Fear,#N/A
1536211800,43260.00 ,14,Extreme Fear,#N/A
1536298200,43290.00 ,17,Extreme Fear,#N/A
1536384600,43321.00 ,18,Extreme Fear,#N/A
1536471000,43352.00 ,13,Extreme Fear,#N/A
1536557400,43382.00 ,15,Extreme Fear,#N/A
1536643800,43413.00 ,18,Extreme Fear,#N/A
1536730200,43443.00 ,14,Extreme Fear,#N/A
1536816600,43356.00 ,20,Extreme Fear,#N/A
1536903000,43357.00 ,23,Extreme Fear,#N/A
1536989400,43358.00 ,24,Extreme Fear,#N/A
1537075800,43359.00 ,28,Fear,#N/A
1537162200,43360.00 ,25,Fear,#N/A
1537248600,43361.00 ,21,Extreme Fear,#N/A
1537335000,43362.00 ,24,Extreme Fear,#N/A
1537421400,43363.00 ,24,Extreme Fear,#N/A
1537507800,43364.00 ,31,Fear,#N/A
1537594200,43365.00 ,35,Fear,#N/A
1537680600,43366.00 ,38,Fear,#N/A
1537767000,43367.00 ,43,Fear,#N/A
1537853400,43368.00 ,37,Fear,#N/A
1537939800,43369.00 ,37,Fear,#N/A
1538026200,43370.00 ,42,Fear,#N/A
1538112600,43371.00 ,42,Fear,#N/A
1538199000,43372.00 ,37,Fear,#N/A
1538285400,43373.00 ,34,Fear,#N/A
1538371800,43110.00 ,35,Fear,#N/A
1538458200,43141.00 ,33,Fear,#N/A
1538544600,43169.00 ,36,Fear,#N/A
1538631000,43200.00 ,29,Fear,#N/A
1538717400,43230.00 ,37,Fear,#N/A
1538803800,43261.00 ,34,Fear,#N/A
1538890200,43291.00 ,29,Fear,#N/A
1538976600,43322.00 ,26,Fear,#N/A
1539063000,43353.00 ,31,Fear,#N/A
1539149400,43383.00 ,28,Fear,#N/A
1539235800,43414.00 ,19,Extreme Fear,#N/A
1539322200,43444.00 ,13,Extreme Fear,#N/A
1539408600,43386.00 ,15,Extreme Fear,#N/A
1539495000,43387.00 ,18,Extreme Fear,#N/A
1539581400,43388.00 ,20,Extreme Fear,#N/A
1539667800,43389.00 ,24,Extreme Fear,#N/A
1539754200,43390.00 ,23,Extreme Fear,#N/A
1539840600,43391.00 ,26,Fear,#N/A
1539927000,43392.00 ,24,Extreme Fear,#N/A
1540013400,43393.00 ,21,Extreme Fear,#N/A
1540099800,43394.00 ,21,Extreme Fear,#N/A
1540186200,43395.00 ,27,Fear,#N/A
1540272600,43396.00 ,24,Extreme Fear,#N/A
1540359000,43397.00 ,23,Extreme Fear,#N/A
1540445400,43398.00 ,25,Fear,#N/A
1540531800,43399.00 ,29,Fear,#N/A
1540618200,43400.00 ,33,Fear,#N/A
1540704600,43401.00 ,35,Fear,#N/A
1540791000,43402.00 ,34,Fear,#N/A
1540877400,43403.00 ,31,Fear,#N/A
1540963800,43404.00 ,32,Fear,#N/A
1541050200,43111.00 ,29,Fear,#N/A
1541136600,43142.00 ,36,Fear,#N/A
1541223000,43170.00 ,36,Fear,#N/A
1541309400,43201.00 ,41,Fear,#N/A
1541395800,43231.00 ,42,Fear,#N/A
1541482200,43262.00 ,42,Fear,#N/A
1541568600,43292.00 ,48,Neutral,#N/A
1541655000,43323.00 ,51,Neutral,#N/A
1541741400,43354.00 ,47,Neutral,#N/A
1541827800,43384.00 ,52,Neutral,#N/A
1541914200,43415.00 ,54,Neutral,#N/A
1542000600,43445.00 ,52,Neutral,#N/A
1542087000,43417.00 ,56,Greed,#N/A
1542173400,43418.00 ,49,Neutral,#N/A
1542259800,43419.00 ,28,Fear,#N/A
1542346200,43420.00 ,23,Extreme Fear,#N/A
1542432600,43421.00 ,24,Extreme Fear,#N/A
1542519000,43422.00 ,26,Fear,#N/A
1542605400,43423.00 ,28,Fear,#N/A
1542691800,43424.00 ,21,Extreme Fear,#N/A
1542778200,43425.00 ,15,Extreme Fear,#N/A
1542864600,43426.00 ,14,Extreme Fear,#N/A
1542951000,43427.00 ,12,Extreme Fear,#N/A
1543037400,43428.00 ,15,Extreme Fear,#N/A
1543123800,43429.00 ,9,Extreme Fear,#N/A
1543210200,43430.00 ,17,Extreme Fear,#N/A
1543296600,43431.00 ,11,Extreme Fear,#N/A
1543383000,43432.00 ,14,Extreme Fear,#N/A
1543469400,43433.00 ,18,Extreme Fear,#N/A
1543555800,43434.00 ,19,Extreme Fear,#N/A
1543642200,43112.00 ,13,Extreme Fear,#N/A
1543728600,43143.00 ,15,Extreme Fear,#N/A
1543815000,43171.00 ,17,Extreme Fear,#N/A
1543901400,43202.00 ,12,Extreme Fear,#N/A
1543987800,43232.00 ,19,Extreme Fear,#N/A
1544074200,43263.00 ,13,Extreme Fear,#N/A
1544160600,43293.00 ,11,Extreme Fear,#N/A
1544247000,43324.00 ,11,Extreme Fear,#N/A
1544333400,43355.00 ,14,Extreme Fear,#N/A
1544419800,43385.00 ,19,Extreme Fear,#N/A
1544506200,43416.00 ,15,Extreme Fear,#N/A
1544592600,43446.00 ,14,Extreme Fear,#N/A
1544679000,43447.00 ,14,Extreme Fear,#N/A
1544765400,43448.00 ,10,Extreme Fear,#N/A
1544851800,43449.00 ,11,Extreme Fear,#N/A
1544938200,43450.00 ,13,Extreme Fear,#N/A
1545024600,43451.00 ,17,Extreme Fear,#N/A
1545111000,43452.00 ,23,Extreme Fear,#N/A
1545197400,43453.00 ,21,Extreme Fear,#N/A
1545283800,43454.00 ,27,Fear,#N/A
1545370200,43455.00 ,35,Fear,#N/A
1545456600,43456.00 ,28,Fear,#N/A
1545543000,43457.00 ,31,Fear,#N/A
1545629400,43458.00 ,25,Fear,#N/A
1545715800,43459.00 ,33,Fear,#N/A
1545802200,43460.00 ,26,Fear,#N/A
1545888600,43461.00 ,29,Fear,#N/A
1545975000,43462.00 ,21,Extreme Fear,#N/A
1546061400,43463.00 ,24,Extreme Fear,#N/A
1546147800,43464.00 ,23,Extreme Fear,#N/A
1546234200,43465.00 ,26,Fear,#N/A
1546320600,43466.00 ,24,Extreme Fear,#N/A
1546407000,43497.00 ,30,Fear,#N/A
1546493400,43525.00 ,33,Fear,#N/A
1546579800,43556.00 ,48,Neutral,#N/A
1546666200,43586.00 ,36,Fear,#N/A
1546752600,43617.00 ,31,Fear,#N/A
1546839000,43647.00 ,39,Fear,#N/A
1546925400,43678.00 ,39,Fear,#N/A
1547011800,43709.00 ,42,Fear,#N/A
1547098200,43739.00 ,37,Fear,#N/A
1547184600,43770.00 ,19,Extreme Fear,#N/A
1547271000,43800.00 ,22,Extreme Fear,#N/A
1547357400,43478.00 ,21,Extreme Fear,#N/A
1547443800,43479.00 ,16,Extreme Fear,#N/A
1547530200,43480.00 ,27,Fear,#N/A
1547616600,43481.00 ,24,Extreme Fear,#N/A
1547703000,43482.00 ,28,Fear,#N/A
1547789400,43483.00 ,29,Fear,#N/A
1547875800,43484.00 ,31,Fear,#N/A
1547962200,43485.00 ,35,Fear,#N/A
1548048600,43486.00 ,30,Fear,#N/A
1548135000,43487.00 ,27,Fear,#N/A
1548221400,43488.00 ,33,Fear,#N/A
1548307800,43489.00 ,37,Fear,#N/A
1548394200,43490.00 ,35,Fear,#N/A
1548480600,43491.00 ,41,Fear,#N/A
1548567000,43492.00 ,39,Fear,#N/A
1548653400,43493.00 ,35,Fear,#N/A
1548739800,43494.00 ,21,Extreme Fear,#N/A
1548826200,43495.00 ,22,Extreme Fear,#N/A
1548912600,43496.00 ,17,Extreme Fear,#N/A
1548999000,43467.00 ,23,Extreme Fear,#N/A
1549085400,43498.00 ,22,Extreme Fear,#N/A
1549171800,43526.00 ,19,Extreme Fear,#N/A
1549258200,43557.00 ,27,Fear,#N/A
1549344600,43587.00 ,21,Extreme Fear,#N/A
1549431000,43618.00 ,14,Extreme Fear,#N/A
1549517400,43648.00 ,18,Extreme Fear,#N/A
1549603800,43679.00 ,37,Fear,#N/A
1549690200,43710.00 ,42,Fear,#N/A
1549776600,43740.00 ,40,Fear,#N/A
1549863000,43771.00 ,46,Neutral,#N/A
1549949400,43801.00 ,38,Fear,#N/A
1550035800,43509.00 ,48,Neutral,#N/A
1550122200,43510.00 ,48,Neutral,#N/A
1550208600,43511.00 ,43,Fear,#N/A
1550295000,43512.00 ,43,Fear,#N/A
1550381400,43513.00 ,38,Fear,#N/A
1550467800,43514.00 ,63,Greed,#N/A
1550554200,43515.00 ,65,Greed,#N/A
1550640600,43516.00 ,59,Greed,#N/A
1550727000,43517.00 ,59,Greed,#N/A
1550813400,43518.00 ,61,Greed,#N/A
1550899800,43519.00 ,63,Greed,#N/A
1550986200,43520.00 ,69,Greed,#N/A
1551072600,43521.00 ,47,Neutral,#N/A
1551159000,43522.00 ,40,Fear,#N/A
1551245400,43523.00 ,39,Fear,#N/A
1551331800,43524.00 ,39,Fear,#N/A
1551418200,43468.00 ,42,Fear,#N/A
1551504600,43499.00 ,41,Fear,#N/A
1551591000,43527.00 ,44,Fear,#N/A
1551677400,43558.00 ,36,Fear,#N/A
1551763800,43588.00 ,35,Fear,#N/A
1551850200,43619.00 ,42,Fear,#N/A
1551936600,43649.00 ,56,Greed,#N/A
1552023000,43680.00 ,54,Neutral,#N/A
1552109400,43711.00 ,55,Greed,#N/A
1552195800,43741.00 ,55,Greed,#N/A
1552282200,43772.00 ,56,Greed,#N/A
1552368600,43802.00 ,56,Greed,#N/A
1552455000,43537.00 ,54,Neutral,#N/A
1552541400,43538.00 ,55,Greed,#N/A
1552627800,43539.00 ,55,Greed,#N/A
1552714200,43540.00 ,54,Neutral,#N/A
1552800600,43541.00 ,58,Greed,#N/A
1552887000,43542.00 ,56,Greed,#N/A
1552973400,43543.00 ,56,Greed,#N/A
1553059800,43544.00 ,55,Greed,#N/A
1553146200,43545.00 ,62,Greed,#N/A
1553232600,43546.00 ,56,Greed,#N/A
1553319000,43547.00 ,50,Neutral,#N/A
1553405400,43548.00 ,44,Fear,#N/A
1553491800,43549.00 ,46,Neutral,#N/A
1553578200,43550.00 ,43,Fear,#N/A
1553664600,43551.00 ,44,Fear,#N/A
1553751000,43552.00 ,49,Neutral,#N/A
1553837400,43553.00 ,50,Neutral,#N/A
1553923800,43554.00 ,57,Greed,#N/A
1554010200,43555.00 ,56,Greed,#N/A
1554096600,43469.00 ,62,Greed,#N/A
1554183000,43500.00 ,60,Greed,#N/A
1554269400,43528.00 ,71,Greed,#N/A
1554355800,43559.00 ,61,Greed,#N/A
1554442200,43589.00 ,59,Greed,#N/A
1554528600,43620.00 ,65,Greed,#N/A
1554615000,43650.00 ,69,Greed,#N/A
1554701400,43681.00 ,65,Greed,#N/A
1554787800,43712.00 ,64,Greed,#N/A
1554874200,43742.00 ,62,Greed,#N/A
1554960600,43773.00 ,65,Greed,#N/A
1555047000,43803.00 ,42,Fear,#N/A
1555133400,43568.00 ,62,Greed,#N/A
1555219800,43569.00 ,51,Neutral,#N/A
1555306200,43570.00 ,60,Greed,#N/A
1555392600,43571.00 ,50,Neutral,#N/A
1555479000,43572.00 ,61,Greed,#N/A
1555565400,43573.00 ,64,Greed,#N/A
1555651800,43574.00 ,61,Greed,#N/A
1555738200,43575.00 ,62,Greed,#N/A
1555824600,43576.00 ,62,Greed,#N/A
1555911000,43577.00 ,61,Greed,#N/A
1555997400,43578.00 ,68,Greed,#N/A
1556083800,43579.00 ,65,Greed,#N/A
1556170200,43580.00 ,58,Greed,#N/A
1556256600,43581.00 ,41,Fear,#N/A
1556343000,43582.00 ,42,Fear,#N/A
1556429400,43583.00 ,40,Fear,#N/A
1556515800,43584.00 ,42,Fear,#N/A
1556602200,43585.00 ,42,Fear,#N/A
1556688600,43470.00 ,51,Neutral,#N/A
1556775000,43501.00 ,50,Neutral,#N/A
1556861400,43529.00 ,63,Greed,#N/A
1556947800,43560.00 ,66,Greed,#N/A
1557034200,43590.00 ,67,Greed,#N/A
1557120600,43621.00 ,57,Greed,#N/A
1557207000,43651.00 ,69,Greed,#N/A
1557293400,43682.00 ,63,Greed,#N/A
1557379800,43713.00 ,69,Greed,#N/A
1557466200,43743.00 ,71,Greed,#N/A
1557552600,43774.00 ,76,Extreme Greed,#N/A
1557639000,43804.00 ,75,Extreme Greed,#N/A
1557725400,43598.00 ,78,Extreme Greed,#N/A
1557811800,43599.00 ,78,Extreme Greed,#N/A
1557898200,43600.00 ,77,Extreme Greed,#N/A
1557984600,43601.00 ,75,Extreme Greed,#N/A
1558071000,43602.00 ,65,Greed,#N/A
1558157400,43603.00 ,67,Greed,#N/A
1558243800,43604.00 ,70,Greed,#N/A
1558330200,43605.00 ,73,Greed,#N/A
1558416600,43606.00 ,68,Greed,#N/A
1558503000,43607.00 ,69,Greed,#N/A
1558589400,43608.00 ,65,Greed,#N/A
1558675800,43609.00 ,64,Greed,#N/A
1558762200,43610.00 ,69,Greed,#N/A
1558848600,43611.00 ,67,Greed,#N/A
1558935000,43612.00 ,70,Greed,#N/A
1559021400,43613.00 ,71,Greed,#N/A
1559107800,43614.00 ,71,Greed,#N/A
1559194200,43615.00 ,73,Greed,#N/A
1559280600,43616.00 ,61,Greed,#N/A
1559367000,43471.00 ,62,Greed,#N/A
1559453400,43502.00 ,63,Greed,#N/A
1559539800,43530.00 ,66,Greed,#N/A
1559626200,43561.00 ,42,Fear,#N/A
1559712600,43591.00 ,27,Fear,#N/A
1559799000,43622.00 ,34,Fear,#N/A
1559885400,43652.00 ,27,Fear,#N/A
1559971800,43683.00 ,62,Greed,#N/A
1560058200,43714.00 ,62,Greed,#N/A
1560144600,43744.00 ,46,Neutral,#N/A
1560231000,43775.00 ,61,Greed,#N/A
1560317400,43805.00 ,60,Greed,#N/A
1560403800,43629.00 ,63,Greed,#N/A
1560490200,43630.00 ,67,Greed,#N/A
1560576600,43631.00 ,75,Extreme Greed,#N/A
1560663000,43632.00 ,80,Extreme Greed,#N/A
1560749400,43633.00 ,84,Extreme Greed,#N/A
1560835800,43634.00 ,83,Extreme Greed,#N/A
1560922200,43635.00 ,82,Extreme Greed,#N/A
1561008600,43636.00 ,81,Extreme Greed,#N/A
1561095000,43637.00 ,84,Extreme Greed,#N/A
1561181400,43638.00 ,83,Extreme Greed,#N/A
1561267800,43639.00 ,84,Extreme Greed,#N/A
1561354200,43640.00 ,80,Extreme Greed,#N/A
1561440600,43641.00 ,87,Extreme Greed,#N/A
1561527000,43642.00 ,95,Extreme Greed,#N/A
1561613400,43643.00 ,92,Extreme Greed,#N/A
1561699800,43644.00 ,62,Greed,#N/A
1561786200,43645.00 ,74,Greed,#N/A
1561872600,43646.00 ,78,Extreme Greed,#N/A
1561959000,43472.00 ,65,Greed,#N/A
1562045400,43503.00 ,63,Greed,#N/A
1562131800,43531.00 ,79,Extreme Greed,#N/A
1562218200,43562.00 ,76,Extreme Greed,#N/A
1562304600,43592.00 ,67,Greed,#N/A
1562391000,43623.00 ,72,Greed,#N/A
1562477400,43653.00 ,67,Greed,#N/A
1562563800,43684.00 ,74,Greed,#N/A
1562650200,43715.00 ,84,Extreme Greed,#N/A
1562736600,43745.00 ,83,Extreme Greed,#N/A
1562823000,43776.00 ,62,Greed,#N/A
1562909400,43806.00 ,33,Fear,#N/A
1562995800,43659.00 ,65,Greed,#N/A
1563082200,43660.00 ,61,Greed,#N/A
1563168600,43661.00 ,16,Extreme Fear,#N/A
1563255000,43662.00 ,34,Fear,#N/A
1563341400,43663.00 ,19,Extreme Fear,#N/A
1563427800,43664.00 ,40,Fear,#N/A
1563514200,43665.00 ,42,Fear,#N/A
1563600600,43666.00 ,34,Fear,#N/A
1563687000,43667.00 ,42,Fear,#N/A
1563773400,43668.00 ,42,Fear,#N/A
1563859800,43669.00 ,40,Fear,#N/A
1563946200,43670.00 ,20,Extreme Fear,#N/A
1564032600,43671.00 ,42,Fear,#N/A
1564119000,43672.00 ,24,Extreme Fear,#N/A
1564205400,43673.00 ,47,Neutral,#N/A
1564291800,43674.00 ,16,Extreme Fear,#N/A
1564378200,43675.00 ,19,Extreme Fear,#N/A
1564464600,43676.00 ,22,Extreme Fear,#N/A
1564551000,43677.00 ,31,Fear,#N/A
1564637400,43473.00 ,57,Greed,#N/A
1564723800,43504.00 ,61,Greed,#N/A
1564810200,43532.00 ,61,Greed,#N/A
1564896600,43563.00 ,62,Greed,#N/A
1564983000,43593.00 ,64,Greed,#N/A
1565069400,43624.00 ,66,Greed,#N/A
1565155800,43654.00 ,45,Neutral,#N/A
1565242200,43685.00 ,61,Greed,#N/A
1565328600,43716.00 ,60,Greed,#N/A
1565415000,43746.00 ,59,Greed,#N/A
1565501400,43777.00 ,45,Neutral,#N/A
1565587800,43807.00 ,48,Neutral,#N/A
1565674200,43690.00 ,45,Neutral,#N/A
1565760600,43691.00 ,11,Extreme Fear,#N/A
1565847000,43692.00 ,13,Extreme Fear,#N/A
1565933400,43693.00 ,31,Fear,#N/A
1566019800,43694.00 ,20,Extreme Fear,#N/A
1566106200,43695.00 ,14,Extreme Fear,#N/A
1566192600,43696.00 ,30,Fear,#N/A
1566279000,43697.00 ,39,Fear,#N/A
1566365400,43698.00 ,11,Extreme Fear,#N/A
1566451800,43699.00 ,5,Extreme Fear,#N/A
1566538200,43700.00 ,33,Fear,#N/A
1566624600,43701.00 ,39,Fear,#N/A
1566711000,43702.00 ,33,Fear,#N/A
1566797400,43703.00 ,41,Fear,#N/A
1566883800,43704.00 ,30,Fear,#N/A
1566970200,43705.00 ,32,Fear,#N/A
1567056600,43706.00 ,20,Extreme Fear,#N/A
1567143000,43707.00 ,24,Extreme Fear,#N/A
